Time (elapsed) ,ECG (mV),Resp C (mV),Resp A (mV),Resp N (mV), SpO2 (mV)
00:00:04.510,0.135,-0.049,-0.084,0.097,98.000
00:00:04.520,0.145,-0.048,-0.087,0.099,98.000
00:00:04.530,0.070,-0.048,-0.089,0.101,98.000
00:00:04.540,0.015,-0.048,-0.092,0.103,98.000
00:00:04.550,-0.045,-0.048,-0.095,0.105,98.000
00:00:04.560,-0.055,-0.050,-0.099,0.106,98.000
00:00:04.570,-0.185,-0.053,-0.104,0.108,98.000
00:00:04.580,-0.190,-0.055,-0.108,0.110,98.000
00:00:04.590,-0.220,-0.058,-0.113,0.112,98.000
00:00:04.600,-0.180,-0.060,-0.117,0.114,98.000
00:00:04.610,-0.210,-0.061,-0.121,0.116,98.000
00:00:04.620,-0.185,-0.062,-0.125,0.118,98.000
00:00:04.630,0.220,-0.063,-0.129,0.119,98.000
00:00:04.640,1.150,-0.064,-0.133,0.121,98.000
00:00:04.650,1.720,-0.065,-0.137,0.123,98.000
00:00:04.660,0.155,-0.066,-0.142,0.124,98.000
00:00:04.670,-0.700,-0.067,-0.148,0.126,98.000
00:00:04.680,-0.660,-0.068,-0.154,0.128,98.000
00:00:04.690,-0.405,-0.070,-0.160,0.129,98.000
00:00:04.700,-0.150,-0.071,-0.165,0.131,98.000
00:00:04.710,-0.160,-0.075,-0.162,0.132,98.000
00:00:04.720,-0.135,-0.079,-0.160,0.134,98.000
00:00:04.730,-0.145,-0.083,-0.157,0.135,98.000
00:00:04.740,-0.120,-0.087,-0.154,0.137,98.000
00:00:04.750,-0.125,-0.091,-0.151,0.138,98.000
00:00:04.760,-0.090,-0.090,-0.157,0.139,98.000
00:00:04.770,-0.090,-0.088,-0.164,0.141,98.000
00:00:04.780,-0.055,-0.087,-0.170,0.142,98.000
00:00:04.790,-0.040,-0.085,-0.176,0.143,98.000
00:00:04.800,-0.015,-0.083,-0.182,0.145,98.000
00:00:04.810,0.000,-0.084,-0.192,0.146,98.000
00:00:04.820,0.030,-0.084,-0.201,0.148,98.000
00:00:04.830,0.050,-0.085,-0.211,0.149,98.000
00:00:04.840,0.095,-0.085,-0.220,0.150,98.000
00:00:04.850,0.110,-0.085,-0.230,0.152,98.000
00:00:04.860,0.165,-0.088,-0.231,0.153,98.000
00:00:04.870,0.190,-0.091,-0.233,0.155,98.000
00:00:04.880,0.230,-0.094,-0.234,0.156,98.000
00:00:04.890,0.245,-0.097,-0.236,0.157,98.000
00:00:04.900,0.255,-0.100,-0.237,0.159,98.000
00:00:04.910,0.255,-0.092,-0.244,0.160,98.000
00:00:04.920,0.265,-0.085,-0.251,0.162,98.000
00:00:04.930,0.255,-0.077,-0.258,0.163,98.000
00:00:04.940,0.230,-0.070,-0.265,0.164,98.000
00:00:04.950,0.185,-0.062,-0.272,0.166,98.000
00:00:04.960,0.145,-0.065,-0.273,0.167,98.000
00:00:04.970,0.100,-0.069,-0.273,0.169,98.000
00:00:04.980,0.060,-0.072,-0.274,0.170,98.000
00:00:04.990,0.025,-0.075,-0.275,0.171,98.000
00:00:05.000,0.025,-0.078,-0.276,0.173,98.000
00:00:05.010,0.010,-0.079,-0.277,0.174,98.000
00:00:05.020,0.010,-0.080,-0.279,0.176,98.000
00:00:05.030,0.010,-0.080,-0.281,0.177,98.000
00:00:05.040,0.015,-0.081,-0.282,0.179,98.000
00:00:05.050,0.010,-0.082,-0.284,0.180,98.000
00:00:05.060,0.025,-0.080,-0.286,0.182,98.000
00:00:05.070,0.020,-0.078,-0.287,0.183,98.000
00:00:05.080,0.020,-0.076,-0.289,0.185,98.000
00:00:05.090,0.020,-0.074,-0.291,0.186,98.000
00:00:05.100,0.015,-0.072,-0.293,0.188,98.000
00:00:05.110,0.000,-0.073,-0.294,0.189,98.000
00:00:05.120,0.000,-0.074,-0.295,0.191,98.000
00:00:05.130,-0.010,-0.075,-0.296,0.192,98.000
00:00:05.140,-0.015,-0.076,-0.297,0.194,98.000
00:00:05.150,-0.020,-0.078,-0.298,0.195,98.000
00:00:05.160,-0.030,-0.076,-0.300,0.196,98.000
00:00:05.170,-0.035,-0.074,-0.303,0.198,98.000
00:00:05.180,-0.035,-0.072,-0.306,0.199,98.000
00:00:05.190,-0.045,-0.070,-0.309,0.200,98.000
00:00:05.200,-0.040,-0.068,-0.312,0.201,98.000
00:00:05.210,-0.045,-0.069,-0.313,0.203,98.000
00:00:05.220,-0.045,-0.071,-0.313,0.204,98.000
00:00:05.230,-0.055,-0.073,-0.314,0.205,98.000
00:00:05.240,-0.045,-0.074,-0.315,0.207,98.000
00:00:05.250,-0.055,-0.076,-0.316,0.208,98.000
00:00:05.260,-0.045,-0.078,-0.317,0.209,98.000
00:00:05.270,-0.060,-0.080,-0.318,0.211,98.000
00:00:05.280,-0.050,-0.082,-0.318,0.212,98.000
00:00:05.290,-0.060,-0.084,-0.319,0.214,98.000
00:00:05.300,-0.055,-0.086,-0.320,0.215,98.000
00:00:05.310,-0.080,-0.084,-0.322,0.216,98.000
00:00:05.320,-0.065,-0.083,-0.324,0.218,98.000
00:00:05.330,-0.090,-0.081,-0.326,0.219,98.000
00:00:05.340,-0.075,-0.080,-0.327,0.220,98.000
00:00:05.350,-0.090,-0.078,-0.329,0.222,98.000
00:00:05.360,-0.070,-0.080,-0.328,0.223,98.000
00:00:05.370,-0.075,-0.081,-0.327,0.224,98.000
00:00:05.380,-0.065,-0.083,-0.326,0.225,98.000
00:00:05.390,-0.080,-0.085,-0.325,0.226,98.000
00:00:05.400,-0.065,-0.087,-0.324,0.228,98.000
00:00:05.410,-0.030,-0.095,-0.321,0.229,98.000
00:00:05.420,0.025,-0.103,-0.319,0.230,98.000
00:00:05.430,0.040,-0.112,-0.317,0.231,98.000
00:00:05.440,0.065,-0.120,-0.314,0.232,98.000
00:00:05.450,0.180,-0.128,-0.312,0.234,98.000
00:00:05.460,0.145,-0.127,-0.315,0.235,98.000
00:00:05.470,0.055,-0.127,-0.318,0.236,98.000
00:00:05.480,0.015,-0.126,-0.321,0.237,98.000
00:00:05.490,-0.035,-0.125,-0.324,0.239,98.000
00:00:05.500,-0.060,-0.124,-0.327,0.240,98.000
00:00:05.510,-0.175,-0.120,-0.330,0.241,98.000
00:00:05.520,-0.170,-0.116,-0.333,0.242,98.000
00:00:05.530,-0.195,-0.111,-0.335,0.243,98.000
00:00:05.540,-0.175,-0.107,-0.338,0.245,98.000
00:00:05.550,-0.220,-0.102,-0.341,0.246,98.000
00:00:05.560,-0.115,-0.097,-0.344,0.247,98.000
00:00:05.570,0.355,-0.092,-0.346,0.248,98.000
00:00:05.580,1.240,-0.088,-0.349,0.249,98.000
00:00:05.590,1.595,-0.083,-0.352,0.251,98.000
00:00:05.600,-0.115,-0.078,-0.355,0.252,98.000
00:00:05.610,-0.815,-0.074,-0.357,0.253,98.000
00:00:05.620,-0.565,-0.070,-0.358,0.254,98.000
00:00:05.630,-0.300,-0.066,-0.360,0.255,98.000
00:00:05.640,-0.130,-0.062,-0.361,0.256,98.000
00:00:05.650,-0.160,-0.059,-0.362,0.257,98.000
00:00:05.660,-0.130,-0.061,-0.362,0.258,98.000
00:00:05.670,-0.135,-0.064,-0.361,0.259,98.000
00:00:05.680,-0.110,-0.067,-0.361,0.260,98.000
00:00:05.690,-0.120,-0.070,-0.360,0.261,98.000
00:00:05.700,-0.090,-0.073,-0.360,0.262,98.000
00:00:05.710,-0.085,-0.072,-0.363,0.263,98.000
00:00:05.720,-0.055,-0.071,-0.365,0.264,98.000
00:00:05.730,-0.040,-0.071,-0.368,0.265,98.000
00:00:05.740,-0.005,-0.070,-0.371,0.265,98.000
00:00:05.750,0.000,-0.070,-0.374,0.266,98.000
00:00:05.760,0.040,-0.071,-0.377,0.267,98.000
00:00:05.770,0.050,-0.073,-0.380,0.268,98.000
00:00:05.780,0.095,-0.074,-0.384,0.269,98.000
00:00:05.790,0.125,-0.076,-0.387,0.270,98.000
00:00:05.800,0.170,-0.078,-0.390,0.271,98.000
00:00:05.810,0.190,-0.078,-0.392,0.271,98.000
00:00:05.820,0.220,-0.079,-0.394,0.272,98.000
00:00:05.830,0.230,-0.080,-0.396,0.273,98.000
00:00:05.840,0.245,-0.080,-0.398,0.274,98.000
00:00:05.850,0.250,-0.081,-0.400,0.275,98.000
00:00:05.860,0.260,-0.084,-0.400,0.275,98.000
00:00:05.870,0.240,-0.087,-0.400,0.276,98.000
00:00:05.880,0.220,-0.091,-0.400,0.277,98.000
00:00:05.890,0.175,-0.094,-0.401,0.278,98.000
00:00:05.900,0.135,-0.097,-0.401,0.279,98.000
00:00:05.910,0.085,-0.103,-0.401,0.280,98.000
00:00:05.920,0.055,-0.109,-0.401,0.280,98.000
00:00:05.930,0.020,-0.116,-0.402,0.281,98.000
00:00:05.940,0.015,-0.122,-0.402,0.282,98.000
00:00:05.950,0.010,-0.128,-0.402,0.282,98.000
00:00:05.960,0.010,-0.123,-0.401,0.283,98.000
00:00:05.970,0.000,-0.119,-0.401,0.283,98.000
00:00:05.980,0.000,-0.114,-0.400,0.284,98.000
00:00:05.990,0.000,-0.110,-0.400,0.284,98.000
00:00:06.000,0.010,-0.105,-0.399,0.285,98.000
00:00:06.010,0.005,-0.114,-0.397,0.285,98.000
00:00:06.020,0.020,-0.122,-0.396,0.286,98.000
00:00:06.030,0.010,-0.131,-0.394,0.287,98.000
00:00:06.040,0.000,-0.140,-0.392,0.288,98.000
00:00:06.050,-0.010,-0.149,-0.390,0.288,98.000
00:00:06.060,-0.015,-0.149,-0.391,0.289,98.000
00:00:06.070,-0.020,-0.149,-0.393,0.290,98.000
00:00:06.080,-0.020,-0.150,-0.395,0.290,98.000
00:00:06.090,-0.025,-0.150,-0.396,0.291,98.000
00:00:06.100,-0.035,-0.151,-0.398,0.292,98.000
00:00:06.110,-0.030,-0.135,-0.400,0.292,98.000
00:00:06.120,-0.045,-0.120,-0.401,0.292,98.000
00:00:06.130,-0.050,-0.104,-0.403,0.293,98.000
00:00:06.140,-0.050,-0.089,-0.405,0.293,98.000
00:00:06.150,-0.055,-0.073,-0.407,0.294,98.000
00:00:06.160,-0.065,-0.081,-0.406,0.294,98.000
00:00:06.170,-0.065,-0.089,-0.406,0.295,98.000
00:00:06.180,-0.060,-0.097,-0.405,0.295,98.000
00:00:06.190,-0.065,-0.104,-0.405,0.296,98.000
00:00:06.200,-0.070,-0.112,-0.404,0.296,98.000
00:00:06.210,-0.060,-0.121,-0.404,0.297,98.000
00:00:06.220,-0.060,-0.130,-0.404,0.297,98.000
00:00:06.230,-0.055,-0.139,-0.404,0.298,98.000
00:00:06.240,-0.060,-0.148,-0.404,0.298,98.000
00:00:06.250,-0.065,-0.157,-0.405,0.299,98.000
00:00:06.260,-0.080,-0.147,-0.404,0.299,98.000
00:00:06.270,-0.065,-0.137,-0.403,0.300,98.000
00:00:06.280,-0.080,-0.128,-0.403,0.300,98.000
00:00:06.290,-0.065,-0.118,-0.402,0.301,98.000
00:00:06.300,-0.075,-0.108,-0.401,0.301,98.000
00:00:06.310,-0.070,-0.107,-0.401,0.302,98.000
00:00:06.320,-0.085,-0.106,-0.401,0.302,98.000
00:00:06.330,-0.070,-0.105,-0.400,0.302,98.000
00:00:06.340,-0.085,-0.104,-0.400,0.303,98.000
00:00:06.350,-0.075,-0.103,-0.399,0.303,98.000
00:00:06.360,-0.085,-0.107,-0.399,0.304,98.000
00:00:06.370,-0.060,-0.111,-0.399,0.304,98.000
00:00:06.380,-0.045,-0.115,-0.399,0.305,98.000
00:00:06.390,0.020,-0.119,-0.399,0.305,98.000
00:00:06.400,0.040,-0.123,-0.399,0.305,98.000
00:00:06.410,0.055,-0.120,-0.398,0.306,98.000
00:00:06.420,0.180,-0.118,-0.397,0.306,98.000
00:00:06.430,0.155,-0.115,-0.397,0.306,98.000
00:00:06.440,0.060,-0.112,-0.396,0.306,98.000
00:00:06.450,0.020,-0.109,-0.395,0.307,98.000
00:00:06.460,-0.025,-0.106,-0.394,0.307,98.000
00:00:06.470,-0.055,-0.103,-0.394,0.307,98.000
00:00:06.480,-0.180,-0.100,-0.393,0.307,98.000
00:00:06.490,-0.160,-0.096,-0.392,0.307,98.000
00:00:06.500,-0.170,-0.093,-0.392,0.307,98.000
00:00:06.510,-0.165,-0.093,-0.392,0.307,98.000
00:00:06.520,-0.195,-0.094,-0.392,0.306,98.000
00:00:06.530,-0.100,-0.094,-0.392,0.306,98.000
00:00:06.540,0.350,-0.094,-0.391,0.305,98.000
00:00:06.550,1.115,-0.095,-0.391,0.305,98.000
00:00:06.560,1.495,-0.101,-0.390,0.303,98.000
00:00:06.570,-0.040,-0.107,-0.389,0.302,98.000
00:00:06.580,-0.730,-0.114,-0.388,0.300,98.000
00:00:06.590,-0.620,-0.120,-0.387,0.298,98.000
00:00:06.600,-0.365,-0.126,-0.386,0.297,98.000
00:00:06.610,-0.130,-0.121,-0.384,0.294,98.000
00:00:06.620,-0.150,-0.116,-0.383,0.291,98.000
00:00:06.630,-0.135,-0.110,-0.382,0.289,98.000
00:00:06.640,-0.150,-0.105,-0.380,0.286,98.000
00:00:06.650,-0.120,-0.100,-0.379,0.283,98.000
00:00:06.660,-0.130,-0.102,-0.379,0.280,98.000
00:00:06.670,-0.105,-0.104,-0.379,0.277,98.000
00:00:06.680,-0.090,-0.107,-0.379,0.274,98.000
00:00:06.690,-0.055,-0.109,-0.379,0.271,98.000
00:00:06.700,-0.060,-0.111,-0.379,0.268,98.000
00:00:06.710,-0.035,-0.112,-0.380,0.265,98.000
00:00:06.720,-0.015,-0.114,-0.380,0.262,98.000
00:00:06.730,0.020,-0.115,-0.380,0.259,98.000
00:00:06.740,0.045,-0.116,-0.381,0.256,98.000
00:00:06.750,0.065,-0.117,-0.381,0.253,98.000
00:00:06.760,0.095,-0.112,-0.380,0.250,98.000
00:00:06.770,0.145,-0.106,-0.379,0.247,98.000
00:00:06.780,0.180,-0.100,-0.378,0.244,98.000
00:00:06.790,0.215,-0.095,-0.377,0.241,98.000
00:00:06.800,0.200,-0.089,-0.376,0.238,98.000
00:00:06.810,0.225,-0.093,-0.374,0.236,98.000
00:00:06.820,0.235,-0.097,-0.372,0.234,98.000
00:00:06.830,0.245,-0.101,-0.370,0.231,98.000
00:00:06.840,0.235,-0.105,-0.368,0.229,98.000
00:00:06.850,0.225,-0.109,-0.367,0.227,98.000
00:00:06.860,0.175,-0.106,-0.365,0.224,98.000
00:00:06.870,0.130,-0.103,-0.363,0.222,98.000
00:00:06.880,0.090,-0.100,-0.361,0.220,98.000
00:00:06.890,0.050,-0.097,-0.359,0.218,98.000
00:00:06.900,0.035,-0.094,-0.357,0.215,98.000
00:00:06.910,0.015,-0.094,-0.354,0.213,98.000
00:00:06.920,0.005,-0.094,-0.351,0.211,98.000
00:00:06.930,0.000,-0.094,-0.348,0.208,98.000
00:00:06.940,-0.005,-0.094,-0.345,0.206,98.000
00:00:06.950,0.000,-0.094,-0.342,0.204,98.000
00:00:06.960,0.000,-0.092,-0.340,0.201,98.000
00:00:06.970,0.000,-0.090,-0.338,0.199,98.000
00:00:06.980,0.000,-0.088,-0.335,0.197,98.000
00:00:06.990,-0.005,-0.087,-0.333,0.194,98.000
00:00:07.000,-0.005,-0.085,-0.331,0.192,98.000
00:00:07.010,-0.020,-0.084,-0.329,0.189,98.000
00:00:07.020,-0.020,-0.083,-0.328,0.187,98.000
00:00:07.030,-0.040,-0.082,-0.326,0.184,98.000
00:00:07.040,-0.050,-0.081,-0.325,0.182,98.000
00:00:07.050,-0.060,-0.080,-0.323,0.179,98.000
00:00:07.060,-0.060,-0.085,-0.321,0.176,98.000
00:00:07.070,-0.060,-0.089,-0.318,0.174,98.000
00:00:07.080,-0.070,-0.095,-0.315,0.171,98.000
00:00:07.090,-0.065,-0.099,-0.313,0.168,98.000
00:00:07.100,-0.075,-0.104,-0.310,0.165,98.000
00:00:07.110,-0.070,-0.099,-0.308,0.162,98.000
00:00:07.120,-0.065,-0.093,-0.305,0.160,98.000
00:00:07.130,-0.075,-0.087,-0.303,0.157,98.000
00:00:07.140,-0.075,-0.082,-0.301,0.154,98.000
00:00:07.150,-0.075,-0.076,-0.298,0.151,98.000
00:00:07.160,-0.090,-0.069,-0.295,0.148,98.000
00:00:07.170,-0.075,-0.063,-0.292,0.145,98.000
00:00:07.180,-0.085,-0.056,-0.289,0.142,98.000
00:00:07.190,-0.080,-0.049,-0.287,0.140,98.000
00:00:07.200,-0.090,-0.043,-0.284,0.137,98.000
00:00:07.210,-0.075,-0.049,-0.277,0.134,98.000
00:00:07.220,-0.090,-0.055,-0.270,0.131,98.000
00:00:07.230,-0.080,-0.062,-0.263,0.128,98.000
00:00:07.240,-0.090,-0.068,-0.256,0.126,98.000
00:00:07.250,-0.080,-0.074,-0.249,0.123,98.000
00:00:07.260,-0.100,-0.075,-0.246,0.120,98.000
00:00:07.270,-0.085,-0.076,-0.242,0.118,98.000
00:00:07.280,-0.100,-0.077,-0.239,0.115,98.000
00:00:07.290,-0.075,-0.077,-0.235,0.113,98.000
00:00:07.300,-0.085,-0.078,-0.232,0.110,98.000
00:00:07.310,-0.090,-0.075,-0.228,0.108,98.000
00:00:07.320,-0.075,-0.072,-0.224,0.105,98.000
00:00:07.330,-0.015,-0.069,-0.220,0.103,98.000
00:00:07.340,0.025,-0.066,-0.216,0.100,98.000
00:00:07.350,0.055,-0.062,-0.212,0.098,98.000
00:00:07.360,0.155,-0.067,-0.206,0.095,98.000
00:00:07.370,0.160,-0.072,-0.201,0.093,98.000
00:00:07.380,0.095,-0.076,-0.195,0.090,98.000
00:00:07.390,0.015,-0.081,-0.189,0.088,98.000
00:00:07.400,-0.035,-0.086,-0.184,0.085,98.000
00:00:07.410,-0.050,-0.087,-0.182,0.083,98.000
00:00:07.420,-0.175,-0.088,-0.180,0.081,98.000
00:00:07.430,-0.170,-0.090,-0.178,0.078,98.000
00:00:07.440,-0.190,-0.091,-0.176,0.076,98.000
00:00:07.450,-0.175,-0.093,-0.174,0.073,98.000
00:00:07.460,-0.200,-0.087,-0.171,0.071,98.000
00:00:07.470,-0.105,-0.082,-0.169,0.069,98.000
00:00:07.480,0.335,-0.076,-0.167,0.066,98.000
00:00:07.490,1.095,-0.070,-0.165,0.064,98.000
00:00:07.500,1.470,-0.065,-0.163,0.062,98.000
00:00:07.510,0.065,-0.061,-0.162,0.059,98.000
00:00:07.520,-0.660,-0.058,-0.161,0.057,98.000
00:00:07.530,-0.690,-0.054,-0.161,0.054,98.000
00:00:07.540,-0.440,-0.051,-0.160,0.052,98.000
00:00:07.550,-0.185,-0.047,-0.160,0.050,98.000
00:00:07.560,-0.160,-0.049,-0.153,0.047,98.000
00:00:07.570,-0.135,-0.050,-0.146,0.045,98.000
00:00:07.580,-0.135,-0.051,-0.140,0.043,98.000
00:00:07.590,-0.115,-0.052,-0.133,0.041,98.000
00:00:07.600,-0.115,-0.053,-0.126,0.039,98.000
00:00:07.610,-0.110,-0.054,-0.127,0.037,98.000
00:00:07.620,-0.095,-0.055,-0.127,0.035,98.000
00:00:07.630,-0.055,-0.056,-0.127,0.033,98.000
00:00:07.640,-0.050,-0.057,-0.128,0.031,98.000
00:00:07.650,-0.015,-0.058,-0.128,0.029,98.000
00:00:07.660,-0.005,-0.064,-0.130,0.027,98.000
00:00:07.670,0.045,-0.070,-0.131,0.025,98.000
00:00:07.680,0.050,-0.077,-0.133,0.024,98.000
00:00:07.690,0.095,-0.083,-0.135,0.022,98.000
00:00:07.700,0.120,-0.090,-0.136,0.020,98.000
00:00:07.710,0.165,-0.086,-0.129,0.019,98.000
00:00:07.720,0.185,-0.083,-0.122,0.017,98.000
00:00:07.730,0.210,-0.080,-0.114,0.016,98.000
00:00:07.740,0.225,-0.077,-0.107,0.015,98.000
00:00:07.750,0.245,-0.073,-0.100,0.013,98.000
00:00:07.760,0.240,-0.077,-0.102,0.012,98.000
00:00:07.770,0.240,-0.081,-0.104,0.011,98.000
00:00:07.780,0.235,-0.085,-0.106,0.010,98.000
00:00:07.790,0.210,-0.089,-0.108,0.008,98.000
00:00:07.800,0.165,-0.093,-0.110,0.007,98.000
00:00:07.810,0.125,-0.093,-0.108,0.006,98.000
00:00:07.820,0.070,-0.093,-0.106,0.005,98.000
00:00:07.830,0.045,-0.093,-0.104,0.004,98.000
00:00:07.840,0.010,-0.093,-0.102,0.003,98.000
00:00:07.850,0.020,-0.093,-0.100,0.003,98.000
00:00:07.860,0.005,-0.089,-0.098,0.002,98.000
00:00:07.870,0.000,-0.084,-0.097,0.001,98.000
00:00:07.880,0.000,-0.079,-0.095,0.000,98.000
00:00:07.890,0.000,-0.075,-0.093,-0.000,98.000
00:00:07.900,0.000,-0.070,-0.091,-0.001,98.000
00:00:07.910,0.000,-0.074,-0.091,-0.002,98.000
00:00:07.920,-0.005,-0.078,-0.091,-0.002,98.000
00:00:07.930,-0.010,-0.082,-0.090,-0.003,98.000
00:00:07.940,-0.005,-0.086,-0.090,-0.004,98.000
00:00:07.950,-0.025,-0.090,-0.090,-0.004,98.000
00:00:07.960,-0.005,-0.084,-0.086,-0.005,98.000
00:00:07.970,-0.040,-0.077,-0.081,-0.005,98.000
00:00:07.980,-0.040,-0.071,-0.077,-0.005,98.000
00:00:07.990,-0.045,-0.065,-0.073,-0.006,98.000
00:00:08.000,-0.045,-0.059,-0.069,-0.006,98.000
00:00:08.010,-0.040,-0.061,-0.070,-0.007,98.000
00:00:08.020,-0.055,-0.062,-0.071,-0.007,98.000
00:00:08.030,-0.065,-0.064,-0.072,-0.008,98.000
00:00:08.040,-0.050,-0.066,-0.074,-0.009,98.000
00:00:08.050,-0.065,-0.068,-0.075,-0.009,98.000
00:00:08.060,-0.065,-0.073,-0.077,-0.010,98.000
00:00:08.070,-0.065,-0.079,-0.080,-0.010,98.000
00:00:08.080,-0.065,-0.084,-0.083,-0.011,98.000
00:00:08.090,-0.070,-0.090,-0.085,-0.011,98.000
00:00:08.100,-0.065,-0.095,-0.088,-0.012,98.000
00:00:08.110,-0.070,-0.096,-0.088,-0.012,98.000
00:00:08.120,-0.065,-0.097,-0.089,-0.013,98.000
00:00:08.130,-0.070,-0.098,-0.089,-0.013,98.000
00:00:08.140,-0.070,-0.099,-0.090,-0.014,98.000
00:00:08.150,-0.085,-0.100,-0.090,-0.014,98.000
00:00:08.160,-0.060,-0.092,-0.084,-0.015,98.000
00:00:08.170,-0.090,-0.084,-0.078,-0.016,98.000
00:00:08.180,-0.065,-0.077,-0.072,-0.016,98.000
00:00:08.190,-0.085,-0.069,-0.066,-0.017,98.000
00:00:08.200,-0.080,-0.061,-0.060,-0.017,98.000
00:00:08.210,-0.085,-0.061,-0.060,-0.018,98.000
00:00:08.220,-0.050,-0.062,-0.060,-0.018,98.000
00:00:08.230,-0.090,-0.062,-0.060,-0.018,98.000
00:00:08.240,-0.075,-0.062,-0.060,-0.019,98.000
00:00:08.250,-0.055,-0.063,-0.060,-0.019,98.000
00:00:08.260,0.005,-0.065,-0.062,-0.020,98.000
00:00:08.270,0.055,-0.068,-0.063,-0.020,98.000
00:00:08.280,0.060,-0.071,-0.065,-0.021,98.000
00:00:08.290,0.160,-0.074,-0.066,-0.021,98.000
00:00:08.300,0.155,-0.076,-0.067,-0.022,98.000
00:00:08.310,0.080,-0.079,-0.069,-0.022,98.000
00:00:08.320,0.015,-0.082,-0.071,-0.022,98.000
00:00:08.330,-0.020,-0.085,-0.073,-0.023,98.000
00:00:08.340,-0.045,-0.088,-0.075,-0.023,98.000
00:00:08.350,-0.170,-0.092,-0.077,-0.023,98.000
00:00:08.360,-0.170,-0.094,-0.079,-0.024,98.000
00:00:08.370,-0.175,-0.097,-0.080,-0.024,98.000
00:00:08.380,-0.160,-0.099,-0.082,-0.024,98.000
00:00:08.390,-0.200,-0.102,-0.084,-0.024,98.000
00:00:08.400,-0.105,-0.104,-0.085,-0.024,98.000
00:00:08.410,0.360,-0.100,-0.083,-0.024,98.000
00:00:08.420,1.160,-0.096,-0.080,-0.024,98.000
00:00:08.430,1.550,-0.091,-0.077,-0.024,98.000
00:00:08.440,0.070,-0.087,-0.074,-0.025,98.000
00:00:08.450,-0.690,-0.083,-0.072,-0.025,98.000
00:00:08.460,-0.660,-0.091,-0.077,-0.024,98.000
00:00:08.470,-0.410,-0.099,-0.082,-0.023,98.000
00:00:08.480,-0.155,-0.106,-0.087,-0.022,98.000
00:00:08.490,-0.155,-0.114,-0.092,-0.022,98.000
00:00:08.500,-0.135,-0.122,-0.097,-0.021,98.000
00:00:08.510,-0.135,-0.117,-0.094,-0.019,98.000
00:00:08.520,-0.105,-0.111,-0.090,-0.018,98.000
00:00:08.530,-0.110,-0.105,-0.087,-0.016,98.000
00:00:08.540,-0.085,-0.100,-0.084,-0.015,98.000
00:00:08.550,-0.090,-0.094,-0.080,-0.013,98.000
00:00:08.560,-0.065,-0.092,-0.080,-0.011,98.000
00:00:08.570,-0.045,-0.091,-0.081,-0.009,98.000
00:00:08.580,-0.005,-0.089,-0.081,-0.006,98.000
00:00:08.590,0.000,-0.088,-0.081,-0.004,98.000
00:00:08.600,0.040,-0.086,-0.081,-0.002,98.000
00:00:08.610,0.065,-0.093,-0.086,0.000,98.000
00:00:08.620,0.100,-0.099,-0.091,0.003,98.000
00:00:08.630,0.120,-0.106,-0.096,0.005,98.000
00:00:08.640,0.175,-0.112,-0.102,0.007,98.000
00:00:08.650,0.190,-0.119,-0.107,0.010,98.000
00:00:08.660,0.230,-0.116,-0.105,0.012,98.000
00:00:08.670,0.255,-0.113,-0.103,0.015,98.000
00:00:08.680,0.270,-0.111,-0.102,0.017,98.000
00:00:08.690,0.265,-0.108,-0.100,0.020,98.000
00:00:08.700,0.275,-0.105,-0.098,0.022,98.000
00:00:08.710,0.245,-0.104,-0.098,0.025,98.000
00:00:08.720,0.215,-0.103,-0.097,0.028,98.000
00:00:08.730,0.175,-0.101,-0.097,0.030,98.000
00:00:08.740,0.140,-0.100,-0.096,0.033,98.000
00:00:08.750,0.095,-0.098,-0.096,0.035,98.000
00:00:08.760,0.040,-0.094,-0.094,0.038,98.000
00:00:08.770,0.025,-0.090,-0.092,0.040,98.000
00:00:08.780,0.015,-0.086,-0.089,0.043,98.000
00:00:08.790,0.000,-0.082,-0.087,0.045,98.000
00:00:08.800,0.000,-0.078,-0.085,0.048,98.000
00:00:08.810,0.000,-0.083,-0.089,0.050,98.000
00:00:08.820,0.000,-0.088,-0.092,0.053,98.000
00:00:08.830,0.000,-0.093,-0.096,0.055,98.000
00:00:08.840,0.000,-0.098,-0.099,0.058,98.000
00:00:08.850,0.000,-0.103,-0.102,0.060,98.000
00:00:08.860,0.000,-0.102,-0.102,0.062,98.000
00:00:08.870,-0.005,-0.102,-0.102,0.065,98.000
00:00:08.880,-0.010,-0.101,-0.102,0.067,98.000
00:00:08.890,-0.010,-0.100,-0.102,0.069,98.000
00:00:08.900,-0.015,-0.100,-0.102,0.072,98.000
00:00:08.910,-0.030,-0.097,-0.101,0.074,98.000
00:00:08.920,-0.035,-0.094,-0.099,0.076,98.000
00:00:08.930,-0.045,-0.092,-0.098,0.078,98.000
00:00:08.940,-0.045,-0.089,-0.097,0.080,98.000
00:00:08.950,-0.050,-0.086,-0.095,0.083,98.000
00:00:08.960,-0.045,-0.089,-0.101,0.085,98.000
00:00:08.970,-0.065,-0.091,-0.107,0.087,98.000
00:00:08.980,-0.070,-0.094,-0.113,0.089,98.000
00:00:08.990,-0.075,-0.097,-0.119,0.091,98.000
00:00:09.000,-0.070,-0.099,-0.125,0.093,98.000
00:00:09.010,-0.090,-0.092,-0.130,0.095,98.000
00:00:09.020,-0.085,-0.086,-0.135,0.097,98.000
00:00:09.030,-0.090,-0.079,-0.140,0.100,98.000
